source_file,animal_id,lab_source,experiment_cohort,group,sex,genotype,strain,phase,sheet_name,session_date,session_start_time,session_end_time,session_start_zeitgeber_time,session_end_zeitgeber_time,trial,excel_row,bowl_order,odor_chosen,odor_chosen_label,quadrant_chosen,rewarded_odor,rewarded_label,correct,error,omission,error_type,latency_sec,entries,entry_sequence,entry_quadrant_sequence,entry_odor_sequence,entry_A_count,entry_B_count,entry_C_count,entry_D_count,entry_O1_count,entry_O2_count,entry_O3_count,entry_O4_count,notes,correct_running_count,non_omission_count,correct_in_last_10_non_omission,reversal_first_correct_seen
example_animal_03_four_choice.xlsx,Example_Animal_03,"Zuo Lab, UCSC",ARC,N/A,M,Wildtype,C57BL/6,discrimination,DISC,2026-09-02,09:35,09:48,ZT 01:35,ZT 01:48,12,21,DABC,A,Anise,NE,A,Anise,True,False,False,,4.0,2,41,"SE,NW","C,D",0,0,1,1,0,0,0,0,Groom,1,12,6.0,False
example_animal_03_four_choice.xlsx,Example_Animal_03,"Zuo Lab, UCSC",ARC,N/A,M,Wildtype,C57BL/6,discrimination,DISC,2026-09-02,09:35,09:48,ZT 01:35,ZT 01:48,13,22,ABCD,A,Anise,NW,A,Anise,True,False,False,,17.0,2,41,"SE,NW","D,A",1,0,0,1,0,0,0,0,,2,13,7.0,False
example_animal_03_four_choice.xlsx,Example_Animal_03,"Zuo Lab, UCSC",ARC,N/A,M,Wildtype,C57BL/6,discrimination,DISC,2026-09-02,09:35,09:48,ZT 01:35,ZT 01:48,14,23,BCDA,A,Anise,SE,A,Anise,True,False,False,,11.0,3,314,"SW,NW,SE","D,B,A",1,1,0,1,0,0,0,0,,3,14,7.0,False
example_animal_03_four_choice.xlsx,Example_Animal_03,"Zuo Lab, UCSC",ARC,N/A,M,Wildtype,C57BL/6,discrimination,DISC,2026-09-02,09:35,09:48,ZT 01:35,ZT 01:48,15,24,CDAB,A,Anise,SW,A,Anise,True,False,False,,23.0,4,1243,"NW,NE,SE,SW","C,D,B,A",1,1,1,1,0,0,0,0,,4,15,7.0,False
example_animal_03_four_choice.xlsx,Example_Animal_03,"Zuo Lab, UCSC",ARC,N/A,M,Wildtype,C57BL/6,discrimination,DISC,2026-09-02,09:35,09:48,ZT 01:35,ZT 01:48,16,25,DABC,A,Anise,NE,A,Anise,True,False,False,,10.0,2,42,"SE,NE","C,A",1,0,1,0,0,0,0,0,,5,16,7.0,False
example_animal_03_four_choice.xlsx,Example_Animal_03,"Zuo Lab, UCSC",ARC,N/A,M,Wildtype,C57BL/6,discrimination,DISC,2026-09-02,09:35,09:48,ZT 01:35,ZT 01:48,17,26,ABCD,A,Anise,NW,A,Anise,True,False,False,,3.0,1,1,NW,A,1,0,0,0,0,0,0,0,,6,17,8.0,False
example_animal_03_four_choice.xlsx,Example_Animal_03,"Zuo Lab, UCSC",ARC,N/A,M,Wildtype,C57BL/6,recall,RECALL,2026-09-03,12:00,12:06,ZT 04:00,ZT 04:06,1,10,ABCD,D,Vanilla,SE,A,Anise,False,True,False,D_error,19.0,5,42424,"SE,NE,SE,NE,SE","D,B,D,B,D",0,2,0,3,0,0,0,0,,0,1,,False
example_animal_03_four_choice.xlsx,Example_Animal_03,"Zuo Lab, UCSC",ARC,N/A,M,Wildtype,C57BL/6,recall,RECALL,2026-09-03,12:00,12:06,ZT 04:00,ZT 04:06,2,11,BCDA,A,Anise,SE,A,Anise,True,False,False,,4.0,1,4,SE,A,1,0,0,0,0,0,0,0,,1,2,,False
example_animal_03_four_choice.xlsx,Example_Animal_03,"Zuo Lab, UCSC",ARC,N/A,M,Wildtype,C57BL/6,recall,RECALL,2026-09-03,12:00,12:06,ZT 04:00,ZT 04:06,3,12,CDAB,A,Anise,SW,A,Anise,True,False,False,,5.0,3,123,"NW,NE,SW","C,D,A",1,0,1,1,0,0,0,0,,2,3,,False
example_animal_03_four_choice.xlsx,Example_Animal_03,"Zuo Lab, UCSC",ARC,N/A,M,Wildtype,C57BL/6,recall,RECALL,2026-09-03,12:00,12:06,ZT 04:00,ZT 04:06,4,13,DABC,A,Anise,NE,A,Anise,True,False,False,,10.0,3,312,"SW,NW,NE","B,D,A",1,1,0,1,0,0,0,0,,3,4,,False
example_animal_03_four_choice.xlsx,Example_Animal_03,"Zuo Lab, UCSC",ARC,N/A,M,Wildtype,C57BL/6,recall,RECALL,2026-09-03,12:00,12:06,ZT 04:00,ZT 04:06,5,14,ABCD,A,Anise,NW,A,Anise,True,False,False,,5.0,2,31,"SW,NW","C,A",1,0,1,0,0,0,0,0,,4,5,,False
example_animal_03_four_choice.xlsx,Example_Animal_03,"Zuo Lab, UCSC",ARC,N/A,M,Wildtype,C57BL/6,recall,RECALL,2026-09-03,12:00,12:06,ZT 04:00,ZT 04:06,6,15,BCDA,A,Anise,SE,A,Anise,True,False,False,,10.0,3,124,"NW,NE,SE","B,C,A",1,1,1,0,0,0,0,0,,5,6,,False
example_animal_03_four_choice.xlsx,Example_Animal_03,"Zuo Lab, UCSC",ARC,N/A,M,Wildtype,C57BL/6,recall,RECALL,2026-09-03,12:00,12:06,ZT 04:00,ZT 04:06,7,16,CDAB,A,Anise,SW,A,Anise,True,False,False,,4.0,2,43,"SE,SW","B,A",1,1,0,0,0,0,0,0,,6,7,,False
example_animal_03_four_choice.xlsx,Example_Animal_03,"Zuo Lab, UCSC",ARC,N/A,M,Wildtype,C57BL/6,recall,RECALL,2026-09-03,12:00,12:06,ZT 04:00,ZT 04:06,8,17,DABC,A,Anise,NE,A,Anise,True,False,False,,5.0,2,12,"NW,NE","D,A",1,0,0,1,0,0,0,0,,7,8,,False
example_animal_03_four_choice.xlsx,Example_Animal_03,"Zuo Lab, UCSC",ARC,N/A,M,Wildtype,C57BL/6,recall,RECALL,2026-09-03,12:00,12:06,ZT 04:00,ZT 04:06,9,18,ABCD,A,Anise,NW,A,Anise,True,False,False,,4.0,1,1,NW,A,1,0,0,0,0,0,0,0,,8,9,,False
example_animal_03_four_choice.xlsx,Example_Animal_03,"Zuo Lab, UCSC",ARC,N/A,M,Wildtype,C57BL/6,reversal,REV,2026-09-03,12:08,12:19,ZT 04:08,ZT 04:19,1,10,ABCD,A,Anise,NW,B,Cinnamon,False,True,False,Perseverative,43.0,5,32431,"SW,NE,SE,SW,NW","C,B,D,C,A",1,1,2,1,0,0,0,0,,0,1,,False
example_animal_03_four_choice.xlsx,Example_Animal_03,"Zuo Lab, UCSC",ARC,N/A,M,Wildtype,C57BL/6,reversal,REV,2026-09-03,12:08,12:19,ZT 04:08,ZT 04:19,2,11,BCDA,B,Cinnamon,NW,B,Cinnamon,True,False,False,,6.0,2,31,"SW,NW","D,B",0,1,0,1,0,0,0,0,,1,2,,True
example_animal_03_four_choice.xlsx,Example_Animal_03,"Zuo Lab, UCSC",ARC,N/A,M,Wildtype,C57BL/6,reversal,REV,2026-09-03,12:08,12:19,ZT 04:08,ZT 04:19,3,12,CDAB,A,Anise,SW,B,Cinnamon,False,True,False,Regressive,10.0,1,3,SW,A,1,0,0,0,0,0,0,0,,0,3,,True
example_animal_03_four_choice.xlsx,Example_Animal_03,"Zuo Lab, UCSC",ARC,N/A,M,Wildtype,C57BL/6,reversal,REV,2026-09-03,12:08,12:19,ZT 04:08,ZT 04:19,4,13,DABC,A,Anise,NE,B,Cinnamon,False,True,False,Regressive,9.0,2,12,"NW,NE","D,A",1,0,0,1,0,0,0,0,,0,4,,True
example_animal_03_four_choice.xlsx,Example_Animal_03,"Zuo Lab, UCSC",ARC,N/A,M,Wildtype,C57BL/6,reversal,REV,2026-09-03,12:08,12:19,ZT 04:08,ZT 04:19,5,14,ABCD,B,Cinnamon,NE,B,Cinnamon,True,False,False,,19.0,2,12,"NW,NE","A,B",1,1,0,0,0,0,0,0,,1,5,,True
example_animal_03_four_choice.xlsx,Example_Animal_03,"Zuo Lab, UCSC",ARC,N/A,M,Wildtype,C57BL/6,reversal,REV,2026-09-03,12:08,12:19,ZT 04:08,ZT 04:19,6,15,BCDA,B,Cinnamon,NW,B,Cinnamon,True,False,False,,7.0,2,31,"SW,NW","D,B",0,1,0,1,0,0,0,0,,2,6,,True
example_animal_03_four_choice.xlsx,Example_Animal_03,"Zuo Lab, UCSC",ARC,N/A,M,Wildtype,C57BL/6,reversal,REV,2026-09-03,12:08,12:19,ZT 04:08,ZT 04:19,7,16,CDAB,B,Cinnamon,SE,B,Cinnamon,True,False,False,,7.0,2,24,"NE,SE","D,B",0,1,0,1,0,0,0,0,,3,7,,True
example_animal_03_four_choice.xlsx,Example_Animal_03,"Zuo Lab, UCSC",ARC,N/A,M,Wildtype,C57BL/6,reversal,REV,2026-09-03,12:08,12:19,ZT 04:08,ZT 04:19,8,17,DABC,B,Cinnamon,SW,B,Cinnamon,True,False,False,,22.0,3,243,"NE,SE,SW","A,C,B",1,1,1,0,0,0,0,0,,4,8,,True
example_animal_03_four_choice.xlsx,Example_Animal_03,"Zuo Lab, UCSC",ARC,N/A,M,Wildtype,C57BL/6,reversal,REV,2026-09-03,12:08,12:19,ZT 04:08,ZT 04:19,9,18,ABCD,B,Cinnamon,NE,B,Cinnamon,True,False,False,,3.0,1,2,NE,B,0,1,0,0,0,0,0,0,,5,9,,True
example_animal_03_four_choice.xlsx,Example_Animal_03,"Zuo Lab, UCSC",ARC,N/A,M,Wildtype,C57BL/6,reversal,REV,2026-09-03,12:08,12:19,ZT 04:08,ZT 04:19,10,19,BCDA,B,Cinnamon,NW,B,Cinnamon,True,False,False,,10.0,2,31,"SW,NW","D,B",0,1,0,1,0,0,0,0,,6,10,7.0,True
example_animal_03_four_choice.xlsx,Example_Animal_03,"Zuo Lab, UCSC",ARC,N/A,M,Wildtype,C57BL/6,reversal,REV,2026-09-03,12:08,12:19,ZT 04:08,ZT 04:19,11,20,CDAB,A,Anise,SW,B,Cinnamon,False,True,False,Regressive,19.0,3,213,"NE,NW,SW","D,C,A",1,0,1,1,0,0,0,0,,0,11,7.0,True
example_animal_03_four_choice.xlsx,Example_Animal_03,"Zuo Lab, UCSC",ARC,N/A,M,Wildtype,C57BL/6,reversal,REV,2026-09-03,12:08,12:19,ZT 04:08,ZT 04:19,12,21,DABC,B,Cinnamon,SW,B,Cinnamon,True,False,False,,4.0,1,3,SW,B,0,1,0,0,0,0,0,0,,1,12,7.0,True
example_animal_03_four_choice.xlsx,Example_Animal_03,"Zuo Lab, UCSC",ARC,N/A,M,Wildtype,C57BL/6,reversal,REV,2026-09-03,12:08,12:19,ZT 04:08,ZT 04:19,13,22,ABCD,B,Cinnamon,NE,B,Cinnamon,True,False,False,,16.0,3,342,"SW,SE,NE","C,D,B",0,1,1,1,0,0,0,0,,2,13,8.0,True
